Protocol,Source Port,Destination Port,Payload Length,First 1 Byte,First 2 Bytes,First 3 Bytes,First 5 Bytes,First 8 Bytes,First 16 Bytes
TCP,2072,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2072,1176,139,35601,9114105,597302018690,10021064984808004286,184856021120765350969323381383538087587
TCP,1048,2072,1460,57,14748,3775629,247439631360,4151348142291805542,76578856741726520301792553511447937205
TCP,1048,2072,146,10,2641,676181,44314210165,743469075815278608,13714583768281807990392722688348161202
TCP,1048,2072,6,0,0,0,0,0,0
TCP,2072,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,21,2067,24,50,12850,3289654,215590772820,3617012963215565166,66722112443727351148713759240718872429
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2072,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2072,6,0,0,0,0,0,0
TCP,2067,21,6,80,20545,5259603,344693364237,88241501244682,88241501244682
TCP,21,2067,49,50,12850,3289655,215590838341,3617014062475277413,66722132721489933508656823179523678579
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,16,83,21321,5458266,357712938272,6001427231387117933,110706792214389439696475526138910149898
TCP,2073,1048,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
TCP,1048,2073,12,2,516,132101,8657417217,145247358651925248,623832655240401587613533186
TCP,21,2067,11,50,12849,3289395,215573798963,3616728189146510391,60678630042599860479200522
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,53,55930,104,184,47137,12067201,790836118272,13268028376850956288,244751923830485539285974815524309446915
TCP,2067,21,16,77,19780,5063764,331858857248,5567667729565968749,102705341694754948525002188360425868554
TCP,21,2067,41,53,13616,3485746,228441858115,3832618397044010349,70699330702461799209720977602825384992
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,16,82,21061,5391700,353350472224,5928237196207155565,109356674366678875288471442125876563210
TCP,21,2067,60,49,12597,3224880,211345743951,3545793196953986414,65408339642510593836674654569365065281
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,255,65496,16767231,1098857308160,18435766412179950150,340079864808174098294188674279182303532
TCP,1048,2073,1460,68,17558,4494894,294577393833,4942188565059780608,91167287623671620704219224851011862528
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,203,52145,13349348,874862877391,14677763464381482843,270756946201889696034667038891417788387
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,242,62183,15919012,1043268431415,17503139819832411190,322875940742803200118916532346852247233
TCP,1048,2073,1460,34,8958,2293282,150292545623,2521490501118184749,46513289958416802060627662243616135269
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,100,25719,6584094,431495233849,7239288741265651701,133541306685814440074713438951231048528
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,2,557,142637,9347870184,156831237228081551,2893025695909650163054769701224539741
TCP,1048,2073,1460,193,49514,12675786,830720312014,13937174110256044068,257095483922623873845449501606668179367
TCP,1048,2073,1460,170,43720,11192555,733515327734,12306345092708634986,227011998407947635006090073713862940255
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,139,35732,9147422,599485503741,10057697785137833023,185531777013153004538362282351281342814
TCP,1048,2073,1460,214,54938,14064231,921713466929,15463785924779091567,285256501365031885503150179529327559025
TCP,1048,2073,324,146,37505,9601505,629244287824,10556967333597654539,194741674597387860870920988469251972244
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,125,32075,8211434,538144563026,9028567573129238484,166547675373708008793147210498590985194
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,183,46990,12029598,788371747974,13226683104068223978,243989238164804767233411957311486689474
TCP,1048,2073,1176,32,8330,2132498,139755438058,2344707171486375624,43252213120200584910602053453676505391
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,35,9208,2357347,154491122032,2591930924421540648,47812686419537574690076329852819214127
TCP,1048,2073,1460,182,46623,11935569,782209496603,13123297681767544950,242082113738671757060691118281113195544
TCP,1048,2073,1176,44,11451,2931696,192131638829,3223434005075030040,59461862130111655131711731363776630885
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,254,65247,16703357,1094671251195,18365536030297145343,338784342927383110053844394179098115840
TCP,1048,2073,1460,0,255,65280,4278236927,71776905023520512,1324050197371840367141456670892375346
TCP,1048,2073,1176,236,60559,15503122,1016012640124,17045863522092108679,314440681907414430355195885626885954439
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,56,14442,3697155,242296750423,4065064917958132871,74987212184588792188239444853179981857
TCP,1048,2073,1460,31,8140,2084004,136577288753,2291386674111593088,42268623551245069454354362707309625041
TCP,1048,2073,1176,130,33474,8569510,561611427329,9422276224371168429,173810318102773260706538764441679402425
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,189,48517,12420403,813983589324,13656378498557792812,251915719136605509041169770555121889984
TCP,1048,2073,1460,92,23618,6046451,396260242093,6648143673819858361,122636604916206118584992136506637737401
TCP,1048,2073,1176,139,35601,9114105,597302018690,10021064984808004286,184856021120765350969323381383538087587
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,1460,57,14748,3775629,247439631360,4151348142291805542,76578856741726520301792553511447937205
TCP,1048,2073,146,10,2641,676181,44314210165,743469075815278608,13714583768281807990392722688348161202
TCP,1048,2073,6,0,0,0,0,0,0
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2073,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,21,2067,24,50,12850,3289654,215590772820,3617012963215565166,66722112443727351148713759240718872429
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2073,6,0,0,0,0,0,0
TCP,1994,80,1,0,0,0,0,0,0
TCP,80,1994,6,0,0,0,0,0,0
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
TCP,1987,80,1,0,0,0,0,0,0
UDP,55803,53,44,244,62572,16018433,1049784025088,17612453342250860544,324892419314652046949900254888422947074
TCP,80,1987,12,1,257,65797,4312074933,72344612571370711,310717745035827672686187736
TCP,2035,443,1,0,0,0,0,0,0
TCP,443,2035,12,1,257,65797,4312074949,72344612840999461,310717746193874336267176486
UDP,51393,53,44,100,25737,6588673,431795273728,7244322575113846784,133634164530521671252979422601600775682
TCP,2011,80,1,0,0,0,0,0,0
TCP,80,2011,12,1,257,65797,4312074897,72344611971704858,310717742460282444923578395
TCP,2012,80,1,0,0,0,0,0,0
TCP,80,2012,12,1,257,65797,4312074982,72344613387065542,310717748539210296163129543
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
UDP,15005,8464,6,227,58262,14915169,977480523946,250235014130261,250235014130261
TCP,902,1384,1460,23,5891,1508097,98834655536,1658170364223565330,30587844339441862476678733511191100839
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,0,165,42271,2770292892,46477802237480809,857364122983293667593424022753657173
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,248,63739,16317205,1069364384907,17940957268295973715,330952247165615059163557589939577146676
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,247,63341,16215389,1062691783557,17829009594177457376,328887177071503749743396753524451407573
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,902,1384,1460,195,49930,12782266,837698648278,14054251165069597701,259255174389673162663316715122904530936
TCP,902,1384,1460,21,5613,1436969,94173215884,1579964384309672652,29145198642936614480947003827118827043
TCP,902,1384,1460,190,48869,12510485,819887194881,13755424564167740717,253742796560420062985974676416002168986
TCP,902,1384,329,27,7158,1832618,120102478010,2014985215717331721,37169916586646051395526179095850070749
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187867195438,30587841086241041306002913654287929653
TCP,902,1384,53,23,5891,1508097,98834645040,1658170188126183706,30587841091018531596354927928289725150
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187859786090,30587841086104362961329640147449634166
TCP,902,1384,869,23,5891,1508097,98834645856,1658170201815271964,30587841343537639298016295490243816779
TCP,1384,902,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1384,902,37,23,5891,1508097,98834645024,1658170187858152744,30587841086074233045005189914325110957
TCP,902,1384,6,0,0,0,0,0,0
TCP,2068,443,8,2,516,132101,8657417217,145247358651794434,145247358651794434
TCP,2074,80,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
TCP,80,2074,12,2,516,132101,8657417217,145247358651794434,623832655239839745761805063
TCP,2074,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2074,80,188,71,18245,4670804,306105819183,5135603447297700961,94735162456361208802394929670444901437
TCP,80,2074,6,0,0,0,0,0,0
TCP,80,2074,207,72,18516,4740180,310652457007,5211883372140375601,96142278707895827213166265500844378893
TCP,2074,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2074,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2074,6,0,0,0,0,0,0
TCP,2074,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2074,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2070,443,8,2,516,132101,8657417217,145247358651794434,145247358651794434
TCP,2067,21,6,80,20545,5259603,344693364237,88241501244682,88241501244682
TCP,21,2067,49,50,12850,3289655,215590838341,3617014062475277413,66722132721489933508656823179523678579
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2075,1048,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
TCP,2067,21,16,83,21321,5458266,357712938272,6001427231387117933,110706792214389439696475526138910149898
TCP,1048,2075,12,2,516,132101,8657417217,145247358651925248,623832655240401587613533186
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,21,2067,11,50,12849,3289395,215573798963,3616728189146510391,60678630042599860479200522
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,16,77,19780,5063764,331858857248,5567667729565968749,102705341694754948525002188360425868554
TCP,21,2067,41,53,13616,3485746,228441858115,3832618397044010349,70699330702461799209720977602825384992
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,16,82,21061,5391700,353350472224,5928237196207155565,109356674366678875288471442125876563210
TCP,21,2067,60,49,12597,3224880,211345743951,3545793196953986414,65408339642510593836674654569365065281
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,255,65496,16767231,1098857308160,18435766412179950150,340079864808174098294188674279182303532
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,68,17558,4494894,294577393833,4942188565059780608,91167287623671620704219224851011862528
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,203,52145,13349348,874862877391,14677763464381482843,270756946201889696034667038891417788387
TCP,1048,2075,1460,242,62183,15919012,1043268431415,17503139819832411190,322875940742803200118916532346852247233
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,34,8958,2293282,150292545623,2521490501118184749,46513289958416802060627662243616135269
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,100,25719,6584094,431495233849,7239288741265651701,133541306685814440074713438951231048528
TCP,1048,2075,1460,2,557,142637,9347870184,156831237228081551,2893025695909650163054769701224539741
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,193,49514,12675786,830720312014,13937174110256044068,257095483922623873845449501606668179367
TCP,1048,2075,608,170,43720,11192555,733515327734,12306345092708634986,227011998407947635006090073713862940255
TCP,1048,2075,1460,85,21967,5623562,368545780885,6183172171801865527,114059394616911880459751295583772712870
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,57,14719,3768073,246944466185,4143040649199276771,76425610542754532163603447081955336550
TCP,1048,2075,1176,249,63822,16338545,1070762896934,17964420406661325550,331385065674206740347260878915606279891
TCP,1048,2075,1460,125,32075,8211434,538144563026,9028567573129238484,166547675373708008793147210498590985194
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,183,46990,12029598,788371747974,13226683104068223978,243989238164804767233411957311486689474
TCP,1048,2075,1176,32,8330,2132498,139755438058,2344707171486375624,43252213120200584910602053453676505391
TCP,1048,2075,1460,35,9208,2357347,154491122032,2591930924421540648,47812686419537574690076329852819214127
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,182,46623,11935569,782209496603,13123297681767544950,242082113738671757060691118281113195544
TCP,1048,2075,1176,44,11451,2931696,192131638829,3223434005075030040,59461862130111655131711731363776630885
TCP,1048,2075,1460,254,65247,16703357,1094671251195,18365536030297145343,338784342927383110053844394179098115840
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,0,255,65280,4278236927,71776905023520512,1324050197371840367141456670892375346
TCP,1048,2075,1176,236,60559,15503122,1016012640124,17045863522092108679,314440681907414430355195885626885954439
TCP,1048,2075,1460,56,14442,3697155,242296750423,4065064917958132871,74987212184588792188239444853179981857
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,31,8140,2084004,136577288753,2291386674111593088,42268623551245069454354362707309625041
TCP,1048,2075,1176,130,33474,8569510,561611427329,9422276224371168429,173810318102773260706538764441679402425
TCP,1048,2075,1460,189,48517,12420403,813983589324,13656378498557792812,251915719136605509041169770555121889984
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,1460,92,23618,6046451,396260242093,6648143673819858361,122636604916206118584992136506637737401
TCP,1048,2075,1176,139,35601,9114105,597302018690,10021064984808004286,184856021120765350969323381383538087587
TCP,1048,2075,1460,57,14748,3775629,247439631360,4151348142291805542,76578856741726520301792553511447937205
TCP,1048,2075,146,10,2641,676181,44314210165,743469075815278608,13714583768281807990392722688348161202
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,6,0,0,0,0,0,0
TCP,21,2067,24,50,12850,3289654,215590772820,3617012963215565166,66722112443727351148713759240718872429
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2067,21,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2075,1048,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1048,2075,6,0,0,0,0,0,0
UDP,55803,53,43,164,42056,10766337,705582661632,11837712720055042048,218367256964951523322968592198143128323
UDP,53,55803,103,164,42056,10766465,705591083776,11837854020184113152,218369863492270080105411363675541943043
TCP,2027,80,1,0,0,0,0,0,0
TCP,80,2027,12,1,257,65797,4312074802,72344610375841583,310717735606101868315260720
UDP,63604,53,48,7,1829,468225,30685593600,514818831915483136,9496731236671012310072316362710675043
UDP,53,63604,283,7,1829,468353,30694014976,514960119159652360,9499337526305081697295746174177341027
TCP,2076,443,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,63467,53,87,27,6935,1775361,116350058496,1952030063000092672,36008598996349842181349030620262590832
UDP,53,63467,183,27,6935,1775489,116358479872,1952171350244261894,36011205285983911531678972284310153584
UDP,51981,53,87,10,2769,708865,46456176640,779405310023499776,14377490283693750280890982912731670896
UDP,53,51981,165,10,2769,708993,46464598016,779546597267668992,14380096573327819520540741609498634608
UDP,55803,53,44,100,25737,6588673,431795273728,7244322575113846784,133634164530521671252979422601600775682
UDP,59676,1900,97,77,19757,5057875,331472913729,5561192671786189640,102585897961028881314394952638804545583
TCP,2023,80,1,0,0,0,0,0,0
TCP,2077,443,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
TCP,80,2023,12,1,257,65797,4312074752,72344609532526351,310717731984090525813292816
TCP,443,2076,12,2,516,132131,8659337473,145279575201481730,623971024267136641108476680
TCP,2076,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2076,443,204,22,5635,1442561,94539677895,1586112596614905856,29258613141842083232759133052276379416
TCP,2028,443,1,0,0,0,0,0,0
TCP,443,2028,12,1,257,65797,4312074889,72344611830606161,310717741854268155659266386
TCP,443,2077,6,2,516,132131,8659337472,2216790392832,2216790392832
TCP,2077,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2077,443,204,22,5635,1442561,94539677895,1586112596614905856,29258613141842083232759133451950547086
UDP,63467,53,38,169,43401,11110657,728148017152,12216296563730874368,225350896239680866483342109760981001068
UDP,53,63467,223,169,43401,11110785,728156438528,12216437850975043591,225353502529314935852118795498738115436
TCP,2078,80,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,55468,53,42,214,54928,14061569,921538985984,15460858620274606080,285202502128011824557413140947885060212
UDP,53,55468,106,214,54928,14061697,921547407360,15460999907518775300,285205108417645893870849594464513519732
UDP,49518,53,42,64,16569,4241665,277981757440,4663759988630552576,86031186931474371554611832255331397748
UDP,53,49518,92,64,16569,4241793,277990178816,4663901275874721792,86033793221108440794261590952098361460
TCP,80,2078,12,2,516,132101,8657417217,145247358651794434,623832655239839745761805063
TCP,2078,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2078,80,511,71,18245,4670804,306105819183,5135603447296648044,94735162456341785912104706041300672884
TCP,80,2078,6,0,0,0,0,0,0
TCP,80,2078,313,72,18516,4740180,310652457007,5211883372140375601,96142278707895827213166546993000902516
TCP,2078,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2077,6,0,0,0,0,0,0
TCP,443,2077,1460,22,5635,1442563,94539808829,1586114793322971136,29258653663953568096630028157079126964
TCP,2077,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2077,1460,145,37168,9515021,623576417801,10461876253956408904,192987553787553069962338478541683492096
TCP,443,2077,33,247,63392,16228386,1063543537637,17843299656345222966,329150782191109920705802286768175122121
TCP,2077,443,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,50529,53,36,206,52851,13529857,886692708352,14876235093646573568,274418101552834987572955300072094135097
TCP,2077,443,126,22,5635,1442563,94539808838,1586114793474883584,29258653666755858147162709179157399243
TCP,2079,80,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,53,50529,52,206,52851,13529985,886701129728,14876376380890742785,274420707842469056831051521367593939769
UDP,61073,53,36,61,15718,4023809,263704346624,4424224783449784320,81612542304861233242732379879164310329
UDP,53,61073,104,61,15718,4023937,263712768000,4424366070693953536,81615148594495302482382138575931274041
TCP,80,2079,12,2,516,132101,8657417217,145247358651794434,623832655239839745761805065
TCP,2079,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2079,80,456,80,20559,5263187,344928244768,5786935666976694344,106750121219740767779582544378971697421
TCP,80,2079,6,0,0,0,0,0,0
TCP,80,2079,788,72,18516,4740180,310652457007,5211883372140375601,96142278707895827213166265500844378893
TCP,2079,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2033,31,21,5379,1377027,90244841498,1514057198708523122,27929425657533733897783526062413304254
TCP,443,2033,6,0,0,0,0,0,0
TCP,2033,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2033,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2033,6,0,0,0,0,0,0
TCP,443,2077,258,22,5635,1442563,94539808970,1586114795688689664,29258653707593372343238184680556642397
TCP,2077,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2076,443,204,22,5635,1442561,94539677895,1586112596614905856,29258613141842083232759133052276379416
TCP,2065,80,1,0,0,0,0,0,0
TCP,80,2065,6,0,0,0,0,0,0
TCP,80,1987,6,0,0,0,0,0,0
TCP,1987,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1987,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1987,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,1994,6,0,0,0,0,0,0
TCP,1994,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1994,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,1994,80,0,N/A,N/A,N/A,N/A,N/A,N/A
UDP,60554,53,50,201,51693,13233409,867264692224,14550287070615633920,268405421790651657179116985322941738855
UDP,53,60554,133,201,51693,13233537,867273113600,14550428357859803139,268408028080285726474106694765860646759
UDP,60555,6200,80,104,26624,6815744,446676598790,7493989780045168640,138239711563488160845823921076100399104
UDP,6200,60555,46,104,26624,6815744,446676598790,7493989780045168640,138239711563488160843373962878810849280
UDP,15005,4236,6,227,58262,14915174,977480850346,250235097688661,250235097688661
UDP,63467,53,42,204,52388,13411329,878924857344,14745912179429539840,272014068107333362380945680271749181303
UDP,54729,53,42,174,44670,11435521,749438304256,12573488309176696832,231939920953161562743947309602828480375
UDP,53,63467,193,204,52388,13411457,878933278720,14746053466673709061,272016674396967431712828877862087192439
UDP,53,54729,193,174,44670,11435649,749446725632,12573629596420866053,231942527242795632075830507193166491511
UDP,60308,53,36,114,29417,7530753,493535428608,8280150489409060864,152741816969929836925971649093183811890
TCP,2081,80,12,2,516,132101,8657417217,145247358651925250,623832655240401596203467778
UDP,52051,53,42,170,43522,11141633,730178060288,12250355035912863744,225979164159563580626394299816883810167
UDP,53,52051,193,170,43522,11141761,730186481664,12250496323157032965,225981770449197649958277497407221821303
UDP,53,60308,68,114,29417,7530881,493543849984,8280291776653230082,152744423259563906202514614462393168178
UDP,51801,53,36,234,60036,15369217,1007237005312,16898632801312636928,311724754481407724083946916197573931314
UDP,53,51801,97,234,60036,15369345,1007245426688,16898774088556806144,311727360771041793323596674894340895026
TCP,80,2081,6,2,516,132101,8657417216,2216298807296,2216298807296
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,443,71,18245,4670804,306105819183,5135603447297504610,94735162456357586760788325066248449912
TCP,80,2065,6,0,0,0,0,0,0
TCP,2065,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2065,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2065,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2076,443,204,22,5635,1442561,94539677895,1586112596614905856,29258613141842083232759133052276379416
TCP,1563,1024,1,0,0,0,0,0,0
TCP,1024,1563,6,0,0,0,0,0,0
TCP,2049,80,621,72,18501,4736321,310399550496,5207640304977404786,96064007933852943737671032613713900335
TCP,80,2081,6,0,0,0,0,0,0
TCP,80,2081,494,72,18516,4740180,310652457007,5211883372140375601,96142278707895827213166265526614253938
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,111,28608,7323868,479977047203,8052678595981444202,148545701167908458566726538099889173997
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,44,11426,2925070,191697401055,3216148704154144012,59327472048524110051656181577855273555
TCP,80,2081,1460,198,50763,12995561,851677139373,14288771329533147400,263581307843656537456074968173686275679
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,3,852,218333,14308714978,240060401870448376,4428332795536026943025955811159992094
TCP,80,2081,1460,138,35532,9096328,596136977964,10001518844890544905,184495458480079059435936690309529076487
TCP,80,2081,1460,56,14447,3698586,242390573485,4066639007728529633,75016249015732345487693576417564836241
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,142,36473,9337226,611924451814,10266388703780192203,189381444979855945912362969366532536633
TCP,80,2081,1460,192,49327,12627794,827575169593,13884407376509363643,256122109489593286911968935734845792519
TCP,80,2081,1460,82,21034,5384779,352896904025,5920627584562225705,109216301808164534210481657457322599151
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,6,1667,426806,27971160778,469278206151421882,8656654968244790854054817389211735454
TCP,80,2081,1460,165,42304,10829876,709746755829,11907574627849563401,219655981698538153223598977608731062514
TCP,80,2081,1460,6,1680,430314,28201090437,473135785708813570,8727814751083969105297186439586699866
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2076,6,0,0,0,0,0,0
TCP,443,2076,1460,22,5635,1442563,94539808829,1586114793322971136,29258653663953568096630028676672339806
TCP,2076,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,443,2076,1460,145,37168,9515021,623576417801,10461876253956408904,192987553787553069962338478541683492096
TCP,443,2076,33,201,51463,13174778,863422262094,14485821790373099351,267216247264377657180516081045391152677
TCP,2076,443,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2076,443,126,22,5635,1442563,94539808838,1586114793474883584,29258653666755858147162709046104990457
TCP,2076,443,1460,23,5891,1508099,98834784264,1658172523910529024,30587884178634561049713989260413537548
TCP,80,2081,1460,232,59560,15247503,999260368097,16764807035815694648,309256104834817359893700141057463585588
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,44,11286,2889447,189362860083,3176981606004083760,58604966612840085762723336960542894493
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,236,60482,15483641,1014735913935,17024443611050890825,314045554290355459114296673600762540403
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,54,13969,3576104,234363568460,3931968210598008463,72532011286863162815018518686094398817
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,214,54847,14041014,920191905142,15438258354027501919,284785600800553797882645726764925290527
TCP,80,2081,1460,39,10001,2560447,167801506408,2815242118145062764,51932050858949961907367400657769186316
TCP,80,2081,1460,106,27277,6983126,457646195422,7678029072180194381,141634637285009647826635813787301035617
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,184,47350,12121627,794402965383,13327870141275709371,245855809543748176312775467245061783130
TCP,80,2081,1460,94,24262,6211078,407049218138,6829152655335077396,125975631273260187099491959973860235545
TCP,80,2081,1460,130,33452,8563785,561236249618,9415981786882297779,173694206225328100800196827642132073975
TCP,80,2081,1460,159,40719,10424073,683152056531,11461389613271612975,211425320925094336309108093165643730519
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,2081,80,0,N/A,N/A,N/A,N/A,N/A,N/A
TCP,80,2081,1460,112,28760,7362599,482515299507,8095263403140492080,149331252206999689106737212948224225819
TCP,80,2081,1460,18,4819,1233836,80860679824,1356617091314920631,25025168289506601792024547004260088058
TCP,80,2081,1460,74,19156,4904051,321391946470,5392062106598351329,99465989709966977966328804895347163506
